Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,DiffYearsSaleVSBuild,DiffYearsRemodAddVSBuild,DiffYearsGarageVSBuild,LotShape_agg,LotConfig_agg,Neighborhood_agg,Condition1_agg,OverallCond_agg,OverallQual_agg,Exterior1st_agg,Exterior2nd_agg,HeatingQC_agg,BsmtFullBath_optb,BsmtHalfBath_optb,FullBath_optb,HalfBath_optb,Functional_agg,Fireplaces_optb,FireplaceQu_agg,GarageType_optb,GarageQual_agg,SaleType_optb,SaleCondition_optb,LotShape_ord,LandContour_ord,Utilities_ord,LandSlope_ord,OverallQual_ord,OverallCond_ord,ExterQual_ord,ExterCond_ord,BsmtQual_ord,BsmtCond_ord,HeatingQC_ord,KitchenQual_ord,FireplaceQu_ord,GarageQual_ord,GarageCond_ord,PoolQC_ord,BsmtExposure_ord,BsmtFinType1_ord,BsmtFinType2_ord,Functional_ord,GarageFinish_ord
832,2-STORY PUD - 1946 & NEWER,Floating Village Residential,30,3180,Paved,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,Townhouse End Unit,2Story,Good,Average,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,No veener,0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,600,600,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,520,600,80,1200,0,0,2,1,2,1,Good,4,Typical Functionality,0,No fireplace,Detached from home,Rough Finished,2,480,Typical/Average,Typical/Average,Paved,0,166,0,0,0,0,No pool,No fence,No specificity,0,2006,Warranty Deed - Conventional,Normal Sale,151000,1.4136986301369863,0.0,0.0,Regular,Inside lot,South and west Ames,Normal,Average,Good,Metal Siding,Metal Siding,Excellent,"(-inf, 0.50)","(-inf, 0.50)","[1.50, inf)","[0.50, inf)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Detached from home' 'More than one type of garage' 'Basement Garage'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,6,4,3,3,4,3,5,4,0,3,3,0,1,1,1,8,2
833,2-STORY 1946 & NEWER,Residential Low Density,44,9548,Paved,nan,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,College Creek,Normal,Normal,Single-family Detached,2Story,Good,Above Average,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,223,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,483,Unfinshed,0,458,941,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,941,888,0,1829,1,0,2,1,3,1,Good,7,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,Rough Finished,2,613,Typical/Average,Typical/Average,Paved,192,39,0,0,0,0,No pool,No fence,No specificity,0,2010,Warranty Deed - Conventional,Normal Sale,237000,7.005479452054795,0.0,0.0,Slightly irregular,Cul-de-sac,Center and university,Normal,Above Average,Good,Vinyl Siding,Vinyl Siding,Excellent,"[0.50, inf)","(-inf, 0.50)","[1.50, inf)","[0.50, inf)",Typical Functionality,"[0.50, 1.50)",Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",1,1,4,0,6,5,4,3,4,3,5,4,3,3,3,0,1,6,1,8,2
834,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,100,10004,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,Above Average,Above Average,Gable,Standard (Composite) Shingle,Hard Board,Plywood,Brick Face,180,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,196,Below Average Living Quarters,345,975,1516,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1516,0,0,1516,0,0,1,1,3,1,Typical/Average,6,Typical Functionality,0,No fireplace,Attached to home,Rough Finished,2,472,Typical/Average,Typical/Average,Paved,0,0,0,0,152,0,No pool,No fence,No specificity,0,2009,Warranty Deed - Conventional,Normal Sale,167000,45.11780821917808,0.0,0.0,Regular,Inside lot,North Ames,Normal,Above Average,Above Average,Wood-Based Siding,Wood-Based Siding,Average/Typical,"(-inf, 0.50)","(-inf, 0.50)","(-inf, 1.50)","[0.50, inf)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,5,5,3,3,3,3,3,3,0,3,3,0,1,3,4,8,2
835,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,75,7875,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,Average,Above Average,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,136,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,572,Unfinshed,0,572,1144,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1144,0,0,1144,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,No fireplace,Attached to home,Unfinished,2,456,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,No pool,Good Wood,No specificity,0,2008,Warranty Deed - Conventional,Normal Sale,139950,47.6986301369863,0.0,0.0,Regular,Inside lot,North Ames,Normal,Above Average,Average,Vinyl Siding,Vinyl Siding,Good,"[0.50, inf)","(-inf, 0.50)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,4,5,3,3,3,3,4,3,0,3,3,0,1,3,1,8,1
836,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,60,9600,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,Single-family Detached,One story,Below Average,Good,Gable,Standard (Composite) Shingle,Vinyl Siding,Hard Board,No veener,0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,442,Unfinshed,0,625,1067,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1067,0,0,1067,0,0,2,0,2,1,Good,4,Minor Deductions 2,0,No fireplace,Attached to home,Unfinished,2,436,Typical/Average,Typical/Average,Paved,290,0,0,0,0,0,No pool,No fence,No specificity,0,2010,Warranty Deed - Conventional,Normal Sale,128000,60.12602739726027,45.03013698630137,46.03013698630137,Regular,Inside lot,South and west Ames,Normal,Good,Below Average,Vinyl Siding,Wood-Based Siding,Average/Typical,"(-inf, 0.50)","(-inf, 0.50)","[1.50, inf)","(-inf, 0.50)",Minor Deductions,"(-inf, 0.50)",No fireplace,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,3,6,3,3,4,3,3,4,0,3,3,0,1,4,1,6,1
837,1-STORY 1945 & OLDER,Residential Medium Density,90,8100,Paved,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,One story,Average,Above Average,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,No veener,0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,338,Unfinshed,0,1221,1559,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1559,0,0,1559,1,0,1,0,2,1,Typical/Average,5,Minor Deductions 2,0,No fireplace,Detached from home,Unfinished,2,812,Typical/Average,Typical/Average,Paved,0,116,230,0,0,0,No pool,Good Wood,No specificity,0,2007,Court Officer Deed/Estate,Normal Sale,153500,59.45479452054794,25.019178082191782,0.0,Regular,Inside lot,Center and university,Normal,Above Average,Average,Vinyl Siding,Vinyl Siding,Good,"[0.50, inf)","(-inf, 0.50)","(-inf, 1.50)","(-inf, 0.50)",Minor Deductions,"(-inf, 0.50)",No fireplace,['Detached from home' 'More than one type of garage' 'Basement Garage'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,4,5,3,3,3,3,4,3,0,3,3,0,1,3,1,6,1
838,2-STORY PUD - 1946 & NEWER,Residential Medium Density,21,1680,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Briardale,Normal,Normal,Twnhs,2Story,Above Average,Average,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,158,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,330,Unfinshed,0,153,483,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,483,504,0,987,1,0,1,1,2,1,Typical/Average,5,Typical Functionality,0,No fireplace,Detached from home,Unfinished,1,264,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,No pool,No fence,No specificity,0,2008,Warranty Deed - Conventional,Normal Sale,100000,35.85753424657534,0.0,0.0,Regular,Inside lot,Green and Natural Areas,Normal,Average,Above Average,Wood-Based Siding,Wood-Based Siding,Average/Typical,"[0.50, inf)","(-inf, 0.50)","(-inf, 1.50)","[0.50, inf)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Detached from home' 'More than one type of garage' 'Basement Garage'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,5,4,3,3,3,3,3,3,0,3,3,0,1,4,1,8,1
839,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,75,9525,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,Average,Above Average,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,No veener,0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,1099,1099,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1099,0,0,1099,0,0,1,1,3,1,Good,6,Typical Functionality,0,No fireplace,Attached to home,Unfinished,1,352,Typical/Average,Typical/Average,Paved,278,0,0,0,0,0,No pool,No fence,No specificity,0,2008,Warranty Deed - Conventional,Normal Sale,144000,13.424657534246576,11.008219178082191,4.002739726027397,Regular,Inside lot,Center and university,Normal,Above Average,Average,Vinyl Siding,Vinyl Siding,Excellent,"(-inf, 0.50)","(-inf, 0.50)","(-inf, 1.50)","[0.50, inf)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,4,5,3,3,4,3,5,4,0,3,3,0,1,1,1,8,1
840,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,70,11767,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,Single-family Detached,1.5Fin,Average,Above Average,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,No veener,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,352,Unfinshed,0,416,768,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,768,432,0,1200,0,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,No fireplace,Detached from home,Unfinished,1,240,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,No pool,No fence,No specificity,0,2008,Warranty Deed - Conventional,Normal Sale,130500,62.37260273972603,49.032876712328765,0.0,Regular,Inside lot,Est Ames,Normal,Above Average,Average,Metal Siding,Metal Siding,Excellent,"(-inf, 0.50)","(-inf, 0.50)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Detached from home' 'More than one type of garage' 'Basement Garage'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,4,5,3,3,3,3,5,3,0,3,3,0,1,4,1,8,1
841,2-STORY 1945 & OLDER,Residential High Density,0,12155,Paved,nan,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,South & West of Iowa State University,Normal,Normal,Single-family Detached,2Story,Above Average,Very Good,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,No veener,0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,156,Unfinshed,0,516,672,Gas forced warm air furnace,Average/Typical,No,Standard Circuit Breakers & Romex,810,672,0,1482,0,0,2,0,4,1,Fair,7,Typical Functionality,0,No fireplace,Detached from home,Unfinished,1,400,Typical/Average,Typical/Average,Partial Pavement,0,0,254,0,0,0,No pool,No fence,No specificity,0,2008,Warranty Deed - Conventional,Normal Sale,140000,83.21917808219177,25.016438356164382,9.005479452054795,Slightly irregular,Inside lot,South and west Ames,Normal,Excellent,Above Average,Wood-Based Siding,Wood-Based Siding,Average/Typical,"(-inf, 0.50)","(-inf, 0.50)","[1.50, inf)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Detached from home' 'More than one type of garage' 'Basement Garage'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",1,1,4,0,5,7,3,3,3,3,3,2,0,3,3,0,1,4,1,8,1
842,2-STORY 1945 & OLDER,Residential Medium Density,60,10440,Paved,Gravel,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,2Story,Average,Very Good,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,No veener,0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,650,650,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,958,581,0,1539,0,0,2,0,3,1,Good,8,Typical Functionality,1,Poor - Ben Franklin Stove,Detached from home,Unfinished,2,686,Good,Typical/Average,Partial Pavement,70,78,68,0,0,0,No pool,No fence,No specificity,0,2008,Warranty Deed - Conventional,Normal Sale,157500,104.4876712328767,98.06849315068493,79.05479452054794,Regular,Inside lot,Center and university,Normal,Excellent,Average,Metal Siding,Metal Siding,Good,"(-inf, 0.50)","(-inf, 0.50)","[1.50, inf)","(-inf, 0.50)",Typical Functionality,"[0.50, 1.50)",Poor - Ben Franklin Stove,['Detached from home' 'More than one type of garage' 'Basement Garage'],Good,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,4,7,3,3,3,3,4,4,1,4,3,0,1,1,1,8,1
843,SPLIT OR MULTI-LEVEL,Residential Low Density,82,9020,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,SLvl,Above Average,Good,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,183,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Average Rec Room,312,Average Living Quarters,539,276,1127,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1165,0,0,1165,1,0,1,1,3,1,Typical/Average,6,Typical Functionality,0,No fireplace,Attached to home,Rough Finished,2,490,Good,Good,Paved,0,129,0,0,0,0,No pool,Good Privacy,No specificity,0,2008,Warranty Deed - Conventional,Normal Sale,174900,42.35890410958904,0.0,0.0,Regular,Inside lot,North Ames,Normal,Good,Above Average,Wood-Based Siding,Wood-Based Siding,Average/Typical,"[0.50, inf)","(-inf, 0.50)","(-inf, 1.50)","[0.50, inf)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Attached to home'],Good,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,5,6,3,3,3,3,3,3,0,4,4,0,4,3,5,8,2
844,DUPLEX - ALL STYLES AND AGES,Residential Low Density,80,8000,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,North Ames,Adjacent to arterial street,Normal,Duplex,One story,Average,Below Average,Gable,Standard (Composite) Shingle,Brick Face,Brick Face,No veener,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,1800,1800,Gas forced warm air furnace,Excellent,No,Standard Circuit Breakers & Romex,1800,0,0,1800,0,0,2,0,6,2,Typical/Average,10,Typical Functionality,0,No fireplace,No garage,No garage,0,0,No garage,No garage,Paved,0,0,0,0,0,0,No pool,No fence,No specificity,0,2007,Warranty Deed - Conventional,Normal Sale,141000,46.52602739726027,0.0,0.0,Regular,Corner lot,North Ames,Adjacent to a major street,Below Average,Average,Brick or Stone Façade,Brick or Stone Façade,Excellent,"(-inf, 0.50)","(-inf, 0.50)","[1.50, inf)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['No garage' 'Car Port'],No garage,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,4,3,3,3,3,3,5,3,0,0,0,0,1,1,1,8,0
845,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,100,12665,Paved,Gravel,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Adjacent to arterial street,Normal,Single-family Detached,1.5Fin,Average,Very Good,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,No veener,0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Unfinshed,0,Unfinshed,0,876,876,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,876,540,0,1416,0,0,1,1,4,1,Typical/Average,7,Typical Functionality,1,Good - Masonry Fireplace in main level,Detached from home,Unfinished,3,720,Typical/Average,Typical/Average,Paved,418,0,194,0,0,0,No pool,No fence,No specificity,0,2008,Warranty Deed - Conventional,Normal Sale,153900,93.47945205479452,35.02465753424657,34.02465753424657,Slightly irregular,Inside lot,Center and university,Adjacent to a major street,Excellent,Average,Wood-Based Siding,Wood-Based Siding,Good,"(-inf, 0.50)","(-inf, 0.50)","(-inf, 1.50)","[0.50, inf)",Typical Functionality,"[0.50, 1.50)",Good - Masonry Fireplace in main level,['Detached from home' 'More than one type of garage' 'Basement Garage'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",1,1,4,0,4,7,3,3,3,3,4,3,4,3,3,0,2,1,1,8,1
